,0,1,2
227,-163.0551,-207.7264,-242.9634
228,-157.9812,-195.8118,-240.4662
229,-170.0439,-205.6293,-231.3346
230,-169.2315,-209.6826,-236.6894
231,-179.8616,-201.3657,-239.2649
232,-177.4002,-203.0591,-232.4815
233,-173.1436,-206.1794,-241.0223
234,-183.8585,-198.8027,-235.6122
235,-183.9759,-208.7572,-238.9338
236,-186.7323,-201.9902,-230.8686
237,-187.9968,-206.9297,-228.2235
238,-180.2745,-202.004,-238.1559
239,-181.6771,-199.0882,-240.2268
240,-181.5011,-224.5294,-235.0976
241,-186.1901,-212.297,-235.4899
242,-175.3378,-221.5879,-234.5318
243,-180.4555,-224.2121,-244.1354
244,-182.1682,-213.8533,-238.2194
245,-179.7766,-218.155,-232.6972
246,-179.0172,-217.8479,-231.202
247,-176.7367,-223.8511,-229.9168
248,-174.3646,-217.4959,-223.3443
249,-177.903,-225.2651,-229.3991
250,-172.1096,-219.8126,-232.6376
251,-165.2037,-218.7007,-235.4904
252,-162.8401,-219.7184,-226.4318
253,-165.1078,-212.2743,-228.9913
254,-160.4635,-222.3717,-229.1348
255,-160.5658,-226.0561,-233.8408
256,-146.9991,-218.4067,-230.6636
257,-156.6794,-211.8953,-247.6663
258,-150.1625,-211.8453,-230.8965
259,-140.682,-209.8708,-232.6748
260,-139.7442,-205.2349,-226.7655
261,-141.3,-206.4951,-235.1134
262,-133.8102,-212.4189,-239.6095
263,-143.0591,-213.4872,-223.3428
264,-139.1249,-213.1731,-237.9049
265,-133.94,-208.443,-233.2915
266,-127.7656,-215.4607,-239.7053
267,-122.6075,-215.0975,-229.3642
268,-113.4068,-204.8388,-234.0328
269,-115.6646,-204.0159,-233.5496
270,-114.4715,-213.0154,-237.0133
271,-120.7593,-218.1645,-240.0212
272,-130.0391,-215.487,-241.2679
273,-134.9267,-212.0712,-225.0617
274,-133.2513,-211.4673,-234.0505
275,-137.3893,-205.8274,-238.5238
276,-142.5337,-204.7163,-230.5856
277,-123.7656,-210.8655,-228.0086
278,-145.8315,-207.462,-240.1037
279,-143.2345,-211.0983,-228.2251
280,-147.2157,-204.9779,-236.5206
281,-146.174,-205.6128,-230.2987
282,-158.7857,-196.7393,-227.6503
283,-150.1727,-201.7873,-230.4838
284,-145.3863,-206.4615,-243.0106
285,-162.2089,-209.4831,-230.0782
286,-157.8717,-194.7847,-240.9605
287,-167.2101,-196.1689,-235.3786
288,-169.7127,-207.6746,-241.0614
289,-175.8116,-201.4325,-232.0669
290,-161.3404,-196.9841,-239.7305
291,-175.0548,-200.0869,-229.4805
292,-167.4079,-208.949,-229.1108
293,-177.6713,-192.2984,-242.7536
294,-178.036,-205.4874,-231.5491
295,-182.3349,-200.0199,-247.9309
296,-174.1737,-198.5202,-231.8297
297,-178.6019,-203.0353,-232.6871
298,-183.911,-194.9104,-240.3759
299,-185.7696,-206.3383,-229.0004
300,-188.0951,-224.5049,-233.6909
301,-177.4722,-222.0194,-243.0638
302,-177.0498,-222.4361,-234.2881
303,-180.1579,-221.0966,-235.2697
304,-175.1454,-211.5388,-237.1285
305,-172.5864,-220.6601,-227.2675
306,-178.0153,-221.2634,-229.6509
307,-184.6204,-210.9191,-226.9465
308,-177.2696,-216.9385,-229.1831
309,-171.4856,-219.2252,-229.3132
310,-173.645,-220.1071,-223.0741
311,-167.0417,-215.8788,-237.4417
312,-169.2735,-208.3633,-242.0605
313,-162.0292,-210.9742,-234.8992
314,-167.4685,-223.6034,-233.5889
315,-159.3344,-216.5142,-230.9232
316,-156.2074,-216.323,-235.4726
317,-158.2522,-218.7785,-228.4631
318,-151.7793,-213.5264,-233.1238
319,-157.5429,-215.7505,-227.8913
320,-141.9468,-212.1816,-236.5186
321,-150.3833,-211.9701,-229.0624
322,-143.4934,-222.7548,-234.9419
323,-146.4785,-206.6411,-224.3244
324,-129.1467,-211.0458,-226.9413
325,-145.3529,-209.8861,-234.4234
326,-126.2312,-221.036,-237.0671
327,-128.9337,-212.1098,-232.5796
328,-125.8144,-201.298,-224.1409
329,-122.5326,-208.8319,-236.897
330,-127.6721,-206.1771,-234.569
331,-121.5712,-207.2291,-225.8928
332,-130.6763,-207.6217,-227.088
333,-129.8621,-204.8139,-231.0755
334,-127.512,-208.2575,-229.9899
335,-134.7309,-206.2535,-230.9815
336,-132.368,-203.1702,-239.9213
337,-144.5657,-203.3446,-230.3876
338,-137.2641,-202.7279,-233.9009
339,-144.2898,-205.8698,-235.1589
340,-147.8308,-195.0105,-249.089
341,-151.9819,-210.5388,-238.1468
342,-152.5561,-205.3046,-226.8887
343,-153.0334,-200.882,-225.1225
344,-158.7016,-200.9558,-228.7467
345,-161.3736,-199.5413,-239.1443
346,-169.1006,-204.4108,-243.2172
347,-170.1838,-204.8095,-235.3961
348,-163.2672,-197.2305,-231.5926
349,-175.2944,-207.6226,-225.372
350,-170.4515,-206.271,-238.0501
351,-176.1261,-210.7128,-240.604
352,-176.9636,-201.3944,-232.8911
353,-181.0205,-200.1004,-237.9709
354,-173.0438,-203.8912,-233.6732
355,-176.9865,-202.6463,-230.7734
356,-170.3047,-205.5571,-226.8068
357,-183.1389,-201.7519,-234.1003
358,-187.0007,-209.087,-242.9944
359,-194.2973,-197.7616,-238.698
360,-191.026,-222.5633,-235.6177
361,-182.7009,-222.8565,-242.1019
362,-182.39,-223.036,-230.7303
363,-186.0748,-227.9398,-222.0757
364,-183.2927,-219.0973,-222.5624
365,-167.9105,-222.5098,-224.2628
366,-174.8805,-222.1084,-234.9791
367,-175.3971,-221.8428,-232.3919
368,-170.8457,-212.7115,-225.709
369,-170.7768,-218.3933,-238.8712
370,-163.1411,-217.7156,-241.7534
371,-162.1352,-217.5782,-230.4058
372,-168.8721,-214.0821,-236.0626
373,-169.8406,-221.4958,-244.4968
374,-156.6558,-218.2297,-240.3862
375,-168.3214,-226.0643,-228.8278
376,-152.6274,-218.8407,-229.4208
377,-149.0991,-212.5336,-231.2649
378,-148.4019,-214.4977,-229.0196
379,-153.8784,-211.8645,-234.0982
380,-148.465,-218.6755,-226.6968
381,-146.284,-219.1724,-239.3283
382,-139.9136,-207.6381,-229.68
383,-131.2426,-211.7341,-233.324
384,-127.6037,-218.5372,-225.6852
385,-144.7239,-211.0495,-233.8618
386,-133.0425,-210.2083,-237.1729
387,-132.8704,-199.6168,-236.6639
388,-136.1812,-207.9614,-235.8919
389,-127.1131,-208.9895,-225.4831
390,-130.1266,-203.4991,-233.1345
391,-131.731,-209.688,-228.8731
392,-133.5586,-205.684,-233.6112
393,-133.9808,-204.3488,-241.3996
394,-132.3409,-213.9746,-225.7532
395,-133.2285,-206.3574,-225.8636
396,-152.1409,-192.6341,-232.3737
397,-141.1543,-198.0939,-227.7997
398,-147.8274,-202.2569,-233.4625
399,-148.1863,-213.6236,-231.4607
400,-151.8364,-203.4603,-223.1639
401,-154.7104,-200.7921,-233.8796
402,-150.451,-213.2301,-226.9116
403,-163.4426,-194.3784,-223.0462
404,-162.9341,-203.2435,-235.212
405,-160.3272,-201.2456,-246.6665
406,-163.2339,-208.3635,-229.6475
407,-164.3394,-201.4913,-233.436
408,-176.0057,-205.3167,-231.193
409,-177.8445,-203.7104,-237.6484
410,-178.1675,-200.9388,-231.9664
411,-174.1055,-194.6933,-229.6807
412,-170.333,-200.8865,-228.7719
413,-179.3178,-210.0684,-235.3923
414,-178.3848,-199.3714,-235.2014
415,-181.2766,-195.7715,-236.3026
416,-187.2112,-192.658,-227.4823
417,-186.995,-196.292,-232.9972
418,-188.2404,-191.4114,-234.5316
419,-188.8488,-202.6128,-233.8244
420,-191.0599,-226.8037,-219.9163
421,-183.5796,-234.225,-233.2094
422,-189.8518,-222.6642,-225.5305
423,-178.6047,-219.7045,-228.5701
424,-187.177,-220.9917,-237.1736
425,-179.6262,-231.9514,-235.3592
426,-178.8862,-218.1942,-245.6407
427,-174.7632,-217.0917,-233.3432
428,-180.0921,-218.507,-230.9189
429,-182.0469,-216.803,-227.9127
430,-171.4323,-222.9368,-238.1249
431,-173.1067,-208.0643,-232.5861
432,-160.5693,-215.1562,-217.8795
433,-168.2819,-219.2124,-230.8909
434,-160.8846,-212.8871,-227.4652
435,-160.0433,-201.8355,-218.7431
436,-154.993,-213.9591,-234.3999
437,-160.967,-217.1667,-235.6561
438,-150.7939,-215.7761,-230.8457
439,-150.281,-213.5228,-238.6611
440,-150.2638,-220.2393,-236.6436
441,-151.8311,-217.2299,-231.7838
442,-143.2454,-208.5502,-230.182
443,-145.1164,-212.3907,-231.0432
444,-133.9101,-217.136,-238.5229
445,-131.1738,-211.6966,-233.5535
446,-140.2186,-208.6625,-227.9852
447,-135.331,-212.2968,-233.986
448,-132.253,-217.2543,-224.3441
449,-124.352,-198.3613,-237.2184
450,-133.4306,-206.5829,-233.4984
451,-136.0318,-203.6838,-219.56
452,-138.2891,-203.7749,-229.7939
453,-131.6552,-197.4421,-233.4462
454,-135.1531,-206.0219,-229.5373
455,-144.2746,-203.9844,-222.077
456,-147.5651,-201.2095,-235.344
457,-147.4658,-202.9085,-243.6319
458,-147.5752,-197.7907,-222.5392
459,-157.35,-209.9485,-227.6018
460,-147.9852,-208.5168,-232.4865
461,-148.6932,-199.5101,-233.816
462,-157.4002,-191.0946,-228.7775
463,-161.1099,-202.4548,-243.4025
464,-168.2575,-201.8763,-237.4014
465,-165.3418,-200.178,-225.4341
466,-165.6598,-211.9688,-236.7653
467,-167.3513,-204.1732,-231.4896
468,-170.3894,-198.1272,-229.4699
469,-175.5574,-205.7052,-231.9445
470,-176.7852,-202.0009,-232.1291
471,-166.133,-206.5707,-237.3507
472,-176.3379,-193.299,-234.0253
473,-175.5965,-192.1938,-227.3858
474,-182.0959,-193.7872,-235.239
475,-177.3208,-192.1066,-239.7187
476,-179.6036,-201.4781,-237.1083
477,-184.0278,-194.092,-235.9555
478,-188.0217,-192.9433,-237.7371
479,-195.2791,-196.91,-237.4064
480,-194.1191,-233.8476,-228.0918
481,-191.8359,-220.2405,-241.6009
482,-182.8495,-219.6619,-229.6985
483,-182.5485,-222.1322,-240.9879
484,-178.7263,-209.3885,-234.3429
485,-183.8428,-220.5134,-227.6948
486,-179.7844,-215.5659,-238.233
487,-181.582,-213.0009,-231.366
488,-184.9895,-212.8638,-235.7005
489,-175.9985,-214.8821,-221.665
490,-174.7202,-215.7782,-229.9833
491,-167.81,-218.7736,-226.5057
492,-168.5538,-215.089,-232.1274
493,-158.613,-216.0174,-235.1836
494,-166.1786,-219.6257,-235.8084
495,-172.5044,-209.5416,-229.3741
496,-150.6666,-214.8091,-228.8882
497,-160.1565,-208.1359,-229.5879
498,-165.3099,-216.6262,-222.8067
499,-158.6927,-207.816,-229.3779
500,-151.8719,-213.3096,-228.5643
501,-150.1491,-219.4236,-226.4149
502,-154.0072,-206.2549,-228.8912
503,-152.0068,-209.9343,-225.5112
504,-140.3129,-208.358,-231.0423
505,-136.6486,-210.1681,-234.8078
506,-143.2878,-206.3264,-235.7252
507,-145.3415,-210.4476,-235.3223
508,-125.3656,-207.3512,-225.4864
509,-132.9483,-209.5728,-222.6791
510,-146.0704,-206.8159,-239.1323
511,-140.7567,-208.0092,-228.2019
512,-141.2228,-207.7202,-234.6359
513,-141.0975,-207.5501,-234.9417
514,-138.9904,-207.8151,-224.1599
515,-150.9873,-198.079,-235.1433
516,-139.1723,-210.6571,-232.0585
517,-141.9943,-211.251,-228.5043
518,-148.7507,-202.3819,-235.1318
519,-149.6223,-207.3304,-237.0408
520,-153.7466,-194.8842,-230.4753
521,-162.316,-208.8619,-225.7849
522,-156.4585,-199.0621,-234.2357
523,-162.333,-202.6037,-240.5696
524,-166.8005,-199.8005,-230.6525
525,-179.5141,-201.2929,-225.3686
526,-164.5101,-202.0413,-243.1482
527,-180.1927,-197.7635,-227.31
528,-165.7433,-204.7317,-231.2898
529,-172.8073,-200.6218,-222.1087
530,-179.8933,-201.3843,-224.9098
531,-167.187,-197.2566,-226.3136
532,-173.542,-202.3213,-228.0461
533,-179.3747,-202.7342,-237.4014
534,-187.0308,-199.0417,-230.2394
535,-188.3254,-207.0878,-234.1331
536,-177.2827,-205.0147,-242.9483
537,-188.7831,-203.2492,-233.6767
538,-183.7888,-204.3282,-234.5011
539,-188.6698,-196.3973,-232.7883
540,-185.6301,-212.6123,-238.8485
541,-189.4826,-222.9771,-227.369
542,-185.8822,-208.5438,-237.4062
543,-182.806,-223.3914,-239.343
544,-182.5606,-226.657,-232.146
545,-176.844,-218.2956,-226.6191
546,-176.0556,-214.7439,-235.6068
547,-181.3847,-213.0466,-238.8537
548,-171.6059,-222.7846,-231.8068
549,-173.3503,-218.3696,-236.2286
550,-176.224,-214.6284,-234.4327
551,-170.4692,-213.5611,-241.9501
552,-170.5172,-212.7787,-226.3619
553,-160.3034,-216.3668,-234.7792
554,-167.3404,-218.2384,-228.6269
555,-167.0753,-220.6588,-233.5481
556,-166.2585,-211.1028,-232.2507
557,-164.2736,-220.3376,-236.0731
558,-153.514,-213.0098,-231.7241
559,-150.079,-216.2155,-234.9843
560,-152.7529,-210.0742,-236.563
561,-158.6208,-210.6064,-236.9161
562,-142.8773,-208.0321,-227.0667
563,-149.703,-210.8704,-228.5731
564,-151.1876,-215.0165,-235.0592
565,-147.8753,-207.9741,-226.4681
566,-145.1105,-207.7062,-223.7868
567,-148.7267,-211.0253,-228.2606
568,-146.7901,-201.5819,-231.3224
569,-149.7978,-217.7991,-226.0924
570,-137.64,-215.108,-224.5766
571,-143.7205,-207.2497,-225.9546
572,-151.4749,-203.5498,-240.9428
573,-149.7272,-206.9346,-228.3702
574,-143.5145,-192.2476,-229.1552
575,-145.8779,-200.581,-236.0087
576,-144.863,-213.4704,-231.6993
577,-149.8897,-199.4499,-219.9647
578,-164.1316,-201.8864,-233.4294
579,-151.3309,-203.0437,-224.8425
580,-162.4933,-199.9584,-237.1246
581,-145.0451,-209.812,-225.4018
582,-163.9784,-203.4193,-231.41
583,-163.3982,-197.4905,-230.6984
584,-164.2567,-200.5075,-233.1759
585,-165.2625,-210.2413,-227.1741
586,-166.3031,-202.3203,-234.9662
587,-172.3655,-203.445,-231.7981
588,-168.4312,-197.9925,-234.23
589,-170.909,-203.9179,-223.8548
590,-173.0794,-212.5456,-225.657
591,-181.1087,-199.6772,-230.5619
592,-180.5527,-203.9884,-230.2751
593,-181.7661,-199.024,-232.1848
594,-184.8314,-195.2329,-240.3012
595,-178.2264,-196.7715,-236.8722
596,-183.1638,-192.3403,-224.9304
597,-183.1102,-199.2337,-240.5857
598,-190.9439,-199.321,-235.4387
599,-180.1878,-204.639,-225.0105
600,-188.2916,-230.5382,-230.4097
601,-189.2284,-224.3001,-233.1025
602,-181.4289,-216.4684,-226.9797
603,-185.308,-219.1963,-236.1469
604,-185.537,-218.273,-231.2486
605,-174.352,-229.2988,-228.7876
606,-193.0915,-213.79,-229.8409
607,-180.8799,-213.0105,-228.4261
608,-182.1421,-219.0996,-228.286
609,-180.2206,-226.3388,-223.9231
610,-171.7379,-208.0597,-233.0935
611,-177.1316,-217.722,-223.8425
612,-167.3592,-217.9214,-226.3176
613,-173.4187,-214.8745,-233.1331
614,-167.2447,-222.2402,-227.9014
615,-167.0462,-205.4133,-232.2349
616,-159.7236,-212.3567,-232.8432
617,-154.0921,-206.7833,-229.31
618,-159.297,-218.9443,-225.7498
619,-156.3711,-207.2634,-233.5673
620,-159.9591,-210.8212,-230.1099
621,-158.1156,-211.3677,-237.7507
622,-157.4296,-204.5768,-224.9973
623,-149.7915,-213.9234,-235.5055
624,-149.6981,-209.3295,-227.0813
625,-149.7229,-199.4153,-225.2787
626,-141.0636,-212.1509,-227.3958
627,-146.3373,-215.8982,-226.5785
628,-139.6551,-201.8356,-231.7737
629,-151.1365,-201.442,-228.7556
630,-152.8589,-209.942,-230.7961
631,-144.83,-206.0229,-225.0252
632,-145.443,-205.7118,-227.1075
633,-146.7631,-210.5652,-234.285
634,-150.8651,-197.2504,-222.0693
635,-150.7693,-200.468,-221.8952
636,-152.5663,-198.6917,-229.1856
637,-159.2063,-202.5383,-227.3012
638,-158.6671,-209.2783,-225.9219
639,-158.0109,-204.9994,-230.2106
640,-146.4209,-198.7853,-234.8739
641,-160.907,-203.791,-224.7766
642,-169.8609,-207.1506,-218.8642
643,-163.3224,-195.5418,-229.1049
644,-161.7609,-197.5809,-226.2594
645,-163.4389,-195.4117,-230.3481
646,-165.439,-202.2826,-229.1646
647,-158.4665,-200.2864,-226.1369
648,-179.8298,-197.493,-239.6313
649,-171.3645,-198.528,-237.653
650,-170.2534,-191.7694,-226.9428
651,-180.3378,-197.0888,-233.0783
652,-180.0561,-201.8348,-239.5988
653,-187.5556,-197.1591,-234.8282
654,-171.1319,-188.4035,-229.2283
655,-185.8097,-194.1752,-236.2632
656,-186.2373,-189.1684,-232.0401
657,-187.0196,-204.5508,-238.7175
658,-191.7805,-195.1754,-224.5027
659,-179.0164,-196.0644,-232.0493
660,-196.8398,-222.1156,-229.6818
661,-192.4075,-217.4193,-236.1786
662,-190.4453,-227.3636,-226.6402
663,-188.07,-213.3177,-221.2945
664,-178.8006,-221.5618,-223.7561
665,-182.0158,-213.7285,-236.8693
666,-183.1346,-223.1,-221.6579
667,-177.1758,-209.9022,-238.1575
668,-182.6372,-216.5697,-235.3714
669,-174.7721,-216.4534,-228.0216
670,-178.1118,-208.0427,-221.5864
671,-172.7622,-218.5278,-222.7717
672,-174.7956,-218.9058,-237.9157
673,-177.3237,-209.0064,-236.3799
674,-168.1724,-216.325,-226.8626
675,-175.1147,-213.3135,-229.4065
676,-171.4019,-213.873,-232.7673
677,-161.8218,-204.6371,-231.473
678,-160.6734,-211.7219,-229.9135
679,-163.9242,-204.907,-230.8046
680,-162.1763,-206.5571,-233.1751
681,-159.7292,-213.337,-226.7086
682,-152.7501,-217.3219,-227.0279
683,-152.7719,-210.0679,-237.4788
684,-158.5815,-206.5424,-224.2701
685,-156.5324,-211.9654,-229.7878
686,-150.35,-208.4391,-241.3196
687,-153.9232,-217.7704,-229.5829
688,-153.0561,-201.0141,-232.818
689,-144.7355,-203.4032,-225.8847
690,-138.906,-202.2286,-222.5876
691,-146.8617,-201.3192,-227.0363
692,-146.0865,-210.303,-238.5045
693,-151.1598,-194.1355,-232.4526
694,-151.9147,-203.3674,-224.3628
695,-154.1816,-205.2574,-220.5221
696,-159.9163,-202.9792,-233.9061
697,-157.0091,-197.8797,-221.2244
698,-157.8073,-197.9437,-225.5883
699,-159.3224,-217.5503,-229.2558
700,-167.2804,-205.0819,-230.3806
701,-162.3624,-192.4613,-232.8895
702,-179.16,-188.5305,-224.0634
703,-173.764,-203.7506,-235.442
704,-166.4122,-204.753,-240.1198
705,-168.6588,-202.0349,-234.9167
706,-167.0954,-208.401,-237.3466
707,-175.4035,-190.8858,-228.9934
708,-176.3389,-201.0035,-226.8967
