,0,1,2
1327,-195.216,-212.9143,-224.0109
1328,-186.6523,-211.6248,-226.9728
1329,-190.7967,-224.0768,-219.5773
1330,-191.955,-206.5196,-229.8687
1331,-187.4003,-209.6117,-224.6895
1332,-178.6656,-218.5146,-223.8944
1333,-191.3737,-208.9081,-223.5418
1334,-178.724,-209.9625,-225.9571
1335,-183.9656,-207.0418,-221.3006
1336,-173.4976,-218.6542,-218.9312
1337,-180.8202,-202.6457,-228.8847
1338,-181.613,-201.0048,-223.5206
1339,-171.767,-202.6514,-226.8865
1340,-173.3462,-201.7086,-220.0955
1341,-171.7644,-200.7726,-225.1633
1342,-168.9757,-201.3176,-212.3064
1343,-171.8998,-204.6995,-231.655
1344,-177.1647,-197.0615,-224.1794
1345,-179.7071,-200.855,-230.5948
1346,-177.1045,-201.3314,-221.9282
1347,-182.6948,-209.674,-221.8262
1348,-169.8643,-202.109,-215.4969
1349,-184.6502,-195.0756,-224.9986
1350,-167.7049,-187.1115,-225.2687
1351,-179.5569,-194.1132,-222.9345
1352,-179.2116,-197.0617,-221.1943
1353,-169.1438,-201.0142,-218.2577
1354,-180.6371,-196.192,-222.0165
1355,-182.7407,-185.8741,-221.5133
1356,-179.5664,-189.4767,-224.7817
1357,-178.8452,-199.3484,-224.6012
1358,-182.1428,-189.97,-220.8763
1359,-162.0483,-189.8112,-221.6778
1360,-175.9938,-196.4814,-217.3674
1361,-184.6342,-185.0026,-225.8047
1362,-174.1418,-183.2367,-224.955
1363,-187.6466,-192.0666,-220.8273
1364,-185.0983,-189.1147,-218.9217
1365,-173.5912,-193.4652,-224.6467
1366,-174.5443,-194.7326,-229.6521
1367,-181.9746,-185.076,-222.0343
1368,-181.8704,-191.8822,-222.3701
1369,-184.1638,-188.3845,-238.6922
1370,-187.5389,-190.7831,-237.7025
1371,-187.3711,-174.9566,-229.8904
1372,-200.544,-186.25,-233.1198
1373,-197.1687,-191.6027,-225.0696
1374,-200.596,-179.566,-222.8346
1375,-192.8465,-175.1033,-225.7022
1376,-189.4534,-180.8257,-227.3147
1377,-196.8774,-183.201,-223.9919
1378,-187.1182,-186.6132,-230.9675
1379,-191.2431,-185.9279,-227.8832
1380,-192.809,-209.9918,-227.6898
1381,-185.232,-213.862,-225.4414
1382,-195.6902,-215.9763,-223.4226
1383,-199.6821,-217.293,-227.3509
1384,-197.2224,-210.8094,-229.4334
1385,-186.7733,-216.2056,-233.4051
1386,-185.7016,-213.0685,-217.5297
1387,-187.8429,-213.0251,-223.8569
1388,-188.2228,-211.6319,-225.8091
1389,-182.1637,-217.7745,-221.7627
1390,-185.5295,-212.2272,-222.5285
1391,-181.7603,-205.864,-220.8026
1392,-184.5116,-218.4871,-229.3954
1393,-190.8464,-210.2872,-232.4216
1394,-186.834,-211.1345,-229.3514
1395,-170.2136,-203.6793,-226.328
1396,-180.8568,-198.3129,-226.2813
1397,-186.6459,-202.0448,-223.9738
1398,-181.4075,-201.4258,-223.1106
1399,-184.8974,-201.9596,-232.0108
1400,-175.6585,-204.0891,-225.0933
1401,-179.1613,-208.387,-232.696
1402,-187.2314,-201.1568,-226.8756
1403,-173.4926,-199.7921,-228.6649
1404,-182.3586,-201.432,-233.6553
1405,-188.5398,-205.7039,-215.4858
1406,-172.884,-195.7833,-220.5632
1407,-177.1166,-204.6023,-227.1066
1408,-182.7411,-204.5067,-229.6849
1409,-174.3391,-203.58,-221.5445
1410,-175.3879,-195.7713,-225.103
1411,-187.5433,-197.9853,-222.7892
1412,-171.3181,-187.6536,-223.1451
1413,-180.9379,-195.6086,-221.4395
1414,-174.7115,-195.2672,-227.2009
1415,-163.8454,-195.1572,-222.5559
1416,-172.9529,-187.0717,-233.9954
1417,-185.2081,-196.5808,-223.9903
1418,-176.879,-192.5709,-218.93
1419,-188.592,-201.5466,-221.794
1420,-181.4394,-195.8576,-225.5499
1421,-176.1056,-182.1785,-227.102
1422,-181.2839,-194.277,-229.583
1423,-178.1723,-184.8644,-225.7529
1424,-189.2903,-173.6833,-217.1324
1425,-185.1085,-188.4386,-222.7703
1426,-179.9811,-188.3649,-218.4554
1427,-195.1029,-186.7375,-225.9862
1428,-194.0134,-192.2508,-225.3469
1429,-179.3652,-182.2039,-223.0809
1430,-195.4328,-191.4351,-226.5489
1431,-191.6269,-177.007,-222.7337
1432,-199.8201,-185.549,-225.3089
1433,-183.7781,-177.4178,-226.3144
1434,-190.4334,-177.7035,-224.2079
1435,-196.7005,-185.9553,-225.2108
1436,-193.0663,-180.2843,-234.7452
1437,-197.5764,-186.9747,-223.3632
1438,-196.8512,-182.2385,-227.6694
1439,-192.4149,-177.2075,-222.865
1440,-201.04,-209.0591,-224.5104
1441,-191.335,-220.3214,-224.9809
1442,-191.7469,-212.3497,-221.3732
1443,-193.0923,-214.3321,-230.8186
1444,-201.8465,-217.7793,-220.1915
1445,-197.3717,-207.3424,-226.7747
1446,-193.1753,-221.3715,-223.7929
1447,-183.7986,-214.3065,-231.2485
1448,-187.7997,-211.8107,-221.7679
1449,-197.8198,-212.9159,-229.2788
1450,-192.3586,-205.2057,-217.9714
1451,-185.6246,-216.2756,-216.5481
1452,-186.2726,-206.9005,-227.5673
1453,-184.465,-201.719,-228.6676
1454,-182.5542,-205.6937,-222.1064
1455,-182.9173,-207.5959,-231.6594
1456,-182.2875,-206.5701,-231.1231
1457,-180.7867,-215.7253,-226.187
1458,-178.4119,-204.087,-215.5375
1459,-185.4155,-208.8586,-226.7186
1460,-177.6219,-213.0624,-231.4608
1461,-176.6648,-202.0639,-222.6165
1462,-174.4071,-207.7582,-216.7705
1463,-176.7567,-201.2353,-224.2764
1464,-183.7026,-200.8226,-225.6442
1465,-175.7455,-198.7005,-219.2384
1466,-177.2351,-205.9267,-223.1974
1467,-179.2911,-203.6462,-220.4641
1468,-182.936,-198.0268,-223.0198
1469,-177.29,-200.7078,-227.0074
1470,-180.5972,-188.8165,-217.2423
1471,-187.3555,-201.1383,-221.1658
1472,-176.5579,-195.3115,-215.7423
1473,-184.8587,-193.9038,-228.8212
1474,-181.4136,-200.1049,-224.2009
1475,-177.0016,-204.3807,-214.4563
1476,-175.1039,-192.4774,-228.7322
1477,-180.7996,-186.9379,-221.4565
1478,-185.901,-192.007,-224.1191
1479,-177.8933,-191.6035,-219.4662
1480,-181.2138,-183.3675,-218.4709
1481,-185.4286,-182.5233,-214.8198
1482,-185.0729,-190.659,-223.4773
1483,-182.1251,-186.6299,-213.6279
1484,-184.8344,-189.3184,-228.1951
1485,-191.609,-180.8365,-221.0067
1486,-190.7306,-180.9299,-217.4529
1487,-183.8129,-181.9884,-218.7431
1488,-186.3316,-201.0429,-227.3972
1489,-182.4898,-197.4518,-227.9934
1490,-183.0008,-188.8375,-218.4013
1491,-184.0317,-179.0172,-218.3693
1492,-181.6769,-183.5236,-219.66
1493,-196.524,-180.5188,-230.663
1494,-188.945,-181.0556,-227.269
1495,-192.17,-188.4659,-219.3828
1496,-195.4659,-175.4223,-234.1189
1497,-197.8692,-185.6236,-226.6758
1498,-201.8007,-182.4886,-225.1269
1499,-194.1023,-169.5373,-227.0872
1500,-199.9855,-212.3366,-229.9984
1501,-198.7589,-224.0955,-227.2747
1502,-184.6542,-214.0901,-232.3154
1503,-190.1118,-221.2014,-230.3623
1504,-184.3261,-215.1795,-220.6224
1505,-195.9286,-215.7466,-221.9284
1506,-190.9019,-212.0675,-221.4891
1507,-191.9124,-214.7564,-214.1332
1508,-190.7931,-207.2097,-216.4391
1509,-191.7736,-216.7213,-223.1187
1510,-194.6761,-212.8302,-228.6989
1511,-180.4253,-213.5769,-221.1204
1512,-185.3625,-211.5858,-230.917
1513,-184.3956,-206.516,-224.7666
1514,-187.9928,-208.9735,-218.1773
1515,-185.9203,-201.2866,-218.6551
1516,-185.7075,-204.5311,-235.6055
1517,-181.8332,-203.7216,-224.5495
1518,-181.2371,-204.3127,-220.5456
1519,-183.8152,-209.1743,-220.2536
1520,-175.0516,-202.0714,-221.4405
1521,-183.9835,-209.1745,-227.0567
1522,-184.421,-206.4064,-221.2646
1523,-178.8717,-207.5858,-216.4538
1524,-170.9512,-191.3568,-223.6176
1525,-178.8301,-202.3918,-219.8708
1526,-179.1616,-209.3703,-219.2063
1527,-181.8608,-199.5656,-216.9282
1528,-185.0417,-197.2984,-224.5808
1529,-179.2181,-193.8342,-224.232
1530,-190.8733,-194.0027,-218.5362
1531,-177.4641,-200.5776,-219.1107
1532,-177.1597,-199.8123,-219.4107
1533,-176.5426,-186.5424,-228.8493
1534,-175.6648,-192.6267,-226.7099
1535,-181.1814,-197.0486,-224.5506
1536,-183.7562,-196.7293,-215.9206
1537,-184.3373,-184.7052,-221.4903
1538,-193.6743,-189.129,-222.8451
1539,-185.7283,-187.9191,-222.0319
1540,-187.2602,-189.5703,-230.7112
1541,-186.5423,-198.4359,-225.3546
1542,-183.6292,-185.9938,-225.2458
1543,-188.9264,-182.5445,-229.1225
1544,-182.9953,-178.4913,-233.5194
1545,-182.1512,-180.865,-223.0288
1546,-180.591,-178.3258,-225.9513
1547,-185.7269,-193.3486,-213.871
1548,-196.2027,-186.4946,-221.7184
1549,-190.0016,-181.5445,-225.0111
1550,-190.893,-177.4151,-225.0898
1551,-189.6659,-183.702,-223.487
1552,-189.5383,-189.9587,-229.4315
1553,-188.7383,-178.5164,-219.8871
1554,-191.6837,-178.7267,-218.1594
1555,-202.6439,-186.1533,-227.0862
1556,-195.7942,-187.3412,-225.1165
1557,-197.1593,-169.0567,-229.6928
1558,-204.7394,-168.9052,-221.3009
1559,-201.2372,-181.0722,-229.5526
1560,-203.5553,-214.203,-220.5056
1561,-201.6322,-213.2554,-221.9258
1562,-203.0,-209.5745,-224.289
1563,-192.7977,-217.3986,-220.3661
1564,-183.3552,-217.3625,-230.9626
1565,-199.6763,-218.3393,-223.4755
1566,-188.4521,-207.4267,-224.5908
1567,-186.587,-211.6748,-223.9014
1568,-192.5802,-203.7974,-221.1198
1569,-191.5048,-215.4223,-221.2064
1570,-182.6827,-211.3844,-232.958
1571,-194.8642,-214.807,-211.8689
1572,-187.495,-220.6097,-210.5853
1573,-192.1871,-202.0249,-225.4524
1574,-193.4852,-228.2162,-232.9383
1575,-186.54,-196.1806,-224.767
1576,-193.8711,-203.977,-227.0809
1577,-187.7184,-218.4259,-228.4812
1578,-186.514,-204.0134,-233.0116
1579,-184.1947,-203.6771,-214.6406
1580,-186.3518,-204.7583,-218.9683
1581,-174.8098,-210.149,-226.8107
1582,-185.9475,-200.8995,-220.363
1583,-185.128,-203.7031,-223.865
1584,-187.324,-194.2439,-217.2578
1585,-176.9477,-206.9965,-221.0184
1586,-170.8993,-202.6586,-220.7336
1587,-181.4871,-192.3186,-215.9344
1588,-186.9096,-197.0636,-221.7977
1589,-175.402,-201.2452,-225.2635
1590,-180.8391,-188.0949,-222.1668
1591,-175.9502,-186.2856,-209.3108
1592,-180.7193,-195.8996,-217.7844
1593,-181.768,-195.4238,-223.323
1594,-177.4326,-189.0365,-219.8992
1595,-170.0536,-195.0778,-221.6051
1596,-178.3039,-183.8343,-212.1417
1597,-181.2156,-188.8178,-220.6807
1598,-182.3545,-185.0565,-225.1257
1599,-186.2874,-189.0549,-224.324
1600,-189.4991,-187.5253,-223.6763
1601,-182.3714,-191.3024,-218.6736
1602,-182.2931,-187.303,-224.8851
1603,-186.7678,-173.4623,-215.9973
1604,-191.6069,-192.8206,-221.5534
1605,-190.8527,-186.9111,-218.1597
1606,-186.5504,-175.9268,-219.6839
1607,-184.9106,-179.4368,-216.9712
1608,-187.2398,-179.2049,-229.8356
1609,-188.5707,-185.961,-222.7005
1610,-189.5505,-176.5411,-222.3586
1611,-186.2684,-179.5958,-218.7425
1612,-193.1749,-171.0831,-219.0131
1613,-188.6703,-177.5893,-233.5341
1614,-193.4058,-178.7523,-221.7732
1615,-196.0736,-180.7348,-228.195
1616,-185.8693,-184.9772,-226.3544
1617,-197.4521,-176.5368,-213.8364
1618,-193.9886,-176.8017,-234.5649
1619,-194.0904,-191.9466,-223.9677
1620,-202.3217,-211.1238,-219.9337
1621,-198.5379,-216.0021,-229.9407
1622,-200.7198,-211.7827,-225.9761
1623,-199.1319,-208.8312,-234.5604
1624,-195.1522,-213.6615,-224.1532
1625,-188.5579,-216.0836,-221.8547
1626,-203.9539,-213.9067,-231.2436
1627,-194.4351,-211.7045,-224.2192
1628,-190.8904,-210.8884,-215.284
1629,-185.385,-213.0321,-233.5785
1630,-185.038,-210.201,-224.3166
1631,-184.3758,-203.3403,-217.6863
1632,-188.5902,-200.3467,-229.6044
1633,-183.7192,-207.6334,-220.0252
1634,-198.5271,-207.416,-216.5505
1635,-183.1354,-197.5799,-225.4135
1636,-182.8151,-198.0133,-220.4602
1637,-187.9329,-196.8872,-213.6259
1638,-184.8961,-205.5802,-225.9894
1639,-186.5025,-198.069,-213.8444
1640,-191.3372,-202.6582,-225.0765
1641,-186.0683,-198.175,-223.8677
1642,-187.9532,-198.9781,-225.005
1643,-188.4016,-201.9872,-226.5718
1644,-183.3081,-200.7766,-215.5947
1645,-188.0615,-196.162,-218.0362
1646,-183.5815,-192.399,-218.8935
1647,-186.3016,-203.0318,-225.2088
1648,-181.9037,-196.7027,-217.7237
1649,-184.1247,-198.602,-226.0241
1650,-175.4094,-195.5702,-213.6233
1651,-180.0536,-196.7073,-217.19
1652,-191.0023,-190.5704,-223.2923
1653,-181.7,-191.2631,-227.2752
1654,-183.0936,-192.3183,-224.4022
1655,-190.1421,-188.3113,-219.6259
1656,-182.4992,-194.819,-211.4526
1657,-182.206,-178.7707,-231.0012
1658,-181.183,-190.9353,-228.5787
1659,-185.5057,-190.0773,-225.9426
1660,-182.6679,-187.0512,-222.6777
1661,-192.4811,-186.4145,-223.9046
1662,-192.9979,-182.5549,-227.7215
1663,-179.5056,-193.7394,-211.577
1664,-186.8871,-178.1419,-214.9805
1665,-184.0785,-178.8114,-222.8585
1666,-174.9514,-181.868,-226.645
1667,-186.6639,-181.7006,-233.073
1668,-192.9152,-171.1678,-222.6637
1669,-190.9072,-175.7116,-231.3965
1670,-193.4792,-173.782,-226.2329
1671,-188.8046,-174.1704,-226.5646
1672,-205.2559,-175.7032,-229.8404
1673,-202.286,-175.7238,-225.0097
1674,-194.7991,-167.7121,-223.3951
1675,-191.8062,-175.8951,-223.0987
1676,-197.7472,-167.7827,-224.1288
1677,-186.5266,-172.1562,-219.5995
1678,-195.9542,-168.895,-220.6536
1679,-205.4477,-169.8546,-220.8274
1680,-195.3412,-227.3896,-226.2775
1681,-197.8051,-210.64,-220.5561
1682,-195.2588,-214.4598,-224.4745
1683,-196.3576,-206.6635,-227.5325
1684,-197.7754,-221.5124,-229.418
1685,-193.1764,-216.8233,-229.8348
1686,-189.318,-207.7554,-229.9945
1687,-194.9889,-211.1788,-224.687
1688,-192.3441,-213.7139,-221.824
1689,-187.0083,-216.6088,-219.1289
1690,-190.5831,-212.0037,-216.4932
1691,-193.9333,-208.4339,-222.842
1692,-191.4112,-211.8609,-225.3436
1693,-202.4179,-208.7413,-225.9979
1694,-188.4775,-202.6109,-221.5101
1695,-180.0287,-202.0553,-223.4715
1696,-183.4466,-208.1603,-223.6329
1697,-191.4256,-205.2189,-223.6385
1698,-178.6568,-211.7822,-215.1737
1699,-177.398,-202.386,-219.1062
1700,-182.9549,-201.606,-223.3461
1701,-176.1593,-202.0562,-221.5137
1702,-184.2483,-201.4009,-222.9816
1703,-184.1167,-200.2781,-221.745
1704,-187.7008,-201.8372,-227.4168
1705,-183.9786,-189.5778,-223.2409
1706,-174.4755,-188.1919,-220.917
1707,-179.601,-194.3726,-216.4321
1708,-192.517,-190.1027,-220.2157
1709,-185.4992,-186.7155,-217.4521
1710,-175.2803,-197.0417,-218.7594
1711,-176.9094,-196.2978,-225.7869
1712,-178.839,-187.1093,-227.4387
1713,-186.6846,-187.8101,-224.994
1714,-192.9948,-190.6902,-224.0883
1715,-184.5307,-190.902,-215.8509
1716,-188.7405,-192.0427,-219.1042
1717,-182.6769,-185.4556,-220.0524
1718,-171.5307,-181.6008,-222.7803
1719,-182.2568,-191.7166,-222.3603
1720,-185.9431,-185.8091,-224.5034
1721,-183.6853,-191.7631,-212.8098
1722,-183.9053,-188.537,-219.7479
1723,-177.0114,-186.1129,-228.9064
1724,-183.2897,-180.0467,-224.6854
1725,-187.9151,-181.8887,-208.7663
1726,-193.746,-175.5498,-211.6215
1727,-197.8425,-179.8245,-225.6855
1728,-186.701,-179.319,-231.7045
1729,-198.2217,-178.2507,-229.8161
1730,-191.3205,-170.8185,-213.6576
1731,-196.4518,-168.2172,-224.2631
1732,-191.4047,-169.4108,-237.0878
1733,-194.9141,-172.6951,-224.2709
1734,-190.9477,-186.1011,-229.9757
1735,-196.5628,-172.0471,-215.6246
1736,-186.6386,-169.9858,-223.2778
1737,-197.3611,-173.4681,-224.9133
1738,-194.5286,-170.7458,-223.1827
1739,-202.1647,-169.7137,-222.3733
1740,-193.6817,-207.9187,-219.1024
1741,-204.0909,-214.2291,-224.2266
1742,-204.03,-213.7737,-212.078
1743,-200.576,-203.6404,-220.0563
1744,-206.472,-220.3927,-213.1247
1745,-194.1126,-211.7122,-214.6908
1746,-188.8121,-220.1951,-223.3264
1747,-195.3283,-205.6357,-219.4726
1748,-200.2009,-212.2038,-229.0907
1749,-185.8706,-204.1939,-231.9339
1750,-185.9463,-209.2404,-224.8334
1751,-192.9053,-207.0747,-216.528
1752,-185.9179,-202.8576,-225.5501
1753,-199.2984,-204.4651,-217.479
1754,-200.2681,-210.8725,-223.2261
1755,-182.4709,-209.6957,-219.637
1756,-196.6492,-208.1703,-218.8264
1757,-185.875,-197.6674,-228.1115
1758,-188.5919,-198.7436,-220.3613
1759,-193.1304,-200.4749,-217.1693
1760,-186.6352,-199.8905,-213.9918
1761,-191.8032,-207.2641,-223.211
1762,-189.5111,-209.8868,-230.2289
1763,-190.8428,-201.7376,-215.76
1764,-195.4936,-200.5525,-229.0727
1765,-178.38,-194.9804,-218.8455
1766,-191.2521,-200.4842,-234.5926
1767,-176.887,-194.5421,-222.3698
1768,-181.3502,-194.0664,-218.5796
1769,-181.8479,-199.4612,-221.8671
1770,-172.1293,-199.1389,-229.64
1771,-187.9025,-193.7615,-222.6137
1772,-178.5877,-190.4622,-213.9449
1773,-191.7377,-189.4386,-223.4419
1774,-187.698,-190.3735,-218.2276
1775,-180.8527,-196.7511,-220.11
1776,-192.0387,-189.674,-209.0161
1777,-193.7665,-184.553,-219.2298
1778,-192.3835,-186.2302,-225.7108
1779,-185.6122,-186.5523,-225.0999
1780,-187.5393,-185.4368,-215.7377
1781,-187.7757,-177.5725,-215.5057
1782,-186.1257,-188.2235,-215.6663
1783,-182.5539,-192.9201,-224.8866
1784,-197.2568,-183.236,-218.812
1785,-190.7759,-174.6563,-222.7077
1786,-187.0947,-175.9514,-219.4429
1787,-195.5903,-170.1144,-222.1662
1788,-200.8626,-186.4505,-228.7087
1789,-185.9978,-176.7209,-217.7341
1790,-190.8297,-181.9648,-222.6137
1791,-193.7384,-181.6873,-229.469
1792,-192.9201,-170.402,-209.5467
1793,-189.1551,-177.7932,-235.4759
1794,-201.7914,-183.9007,-210.9324
1795,-189.8718,-161.6703,-228.7366
1796,-199.3541,-173.1935,-210.9834
1797,-203.6381,-172.7049,-220.9483
1798,-199.1778,-162.4754,-228.4039
1799,-193.5187,-179.7293,-226.4731
1800,-204.5034,-206.8269,-227.6184
1801,-193.6278,-223.086,-220.5631
1802,-190.7768,-223.812,-217.2271
1803,-195.3402,-215.4287,-218.0924
1804,-191.0852,-212.2642,-219.6356
1805,-201.3623,-213.1493,-225.1845
1806,-194.0954,-208.3218,-215.6281
1807,-192.9932,-217.3592,-215.0538
1808,-192.4006,-206.7354,-219.6441
1809,-193.2549,-207.145,-220.1257
1810,-191.7459,-213.5069,-219.6198
1811,-198.2227,-217.2996,-212.1717
1812,-189.7765,-203.5749,-214.3949
1813,-192.229,-210.2547,-220.2846
1814,-197.7536,-205.5945,-227.5611
1815,-197.0875,-203.5874,-220.1552
1816,-184.9957,-200.7161,-217.2541
1817,-183.2644,-197.841,-216.1287
1818,-183.1643,-197.6444,-229.5787
1819,-191.2616,-211.1984,-219.1805
1820,-191.4737,-210.3354,-221.1303
1821,-182.4166,-195.3906,-217.9689
1822,-184.9465,-194.7792,-213.6317
1823,-192.1115,-199.4175,-221.6234
1824,-189.2542,-198.493,-219.6898
1825,-197.0851,-194.858,-221.2843
1826,-184.2956,-191.9475,-218.1664
1827,-190.5122,-198.8243,-221.3342
1828,-197.7616,-200.3474,-219.427
1829,-193.6929,-197.3847,-221.5427
1830,-189.1001,-196.2878,-208.8032
1831,-185.5321,-198.725,-214.2626
1832,-190.3573,-198.302,-224.1691
1833,-193.3619,-191.0336,-211.9282
1834,-186.1309,-191.764,-220.1764
1835,-198.2859,-184.6857,-220.3804
1836,-189.5332,-192.5424,-220.015
1837,-188.0785,-184.0403,-215.265
1838,-190.9301,-183.413,-225.3792
1839,-184.719,-179.2802,-215.871
1840,-194.4829,-184.6251,-226.2865
1841,-191.6073,-190.8142,-217.2421
1842,-197.2017,-188.4251,-220.0948
1843,-182.0859,-178.6588,-228.0225
1844,-185.7945,-178.0607,-217.3571
1845,-186.4798,-172.4747,-223.2438
1846,-190.9511,-177.9519,-216.3221
1847,-193.9363,-175.4642,-224.1427
1848,-186.1392,-169.4793,-223.4929
1849,-191.2382,-180.0252,-219.3121
1850,-194.7498,-177.6247,-214.291
1851,-199.3083,-167.2405,-217.526
1852,-194.099,-174.6696,-221.7427
1853,-198.0761,-174.6634,-223.7115
1854,-191.4274,-171.7959,-224.6364
1855,-193.9595,-164.5837,-223.0281
1856,-193.6426,-162.4876,-223.4346
1857,-197.3714,-168.2928,-216.7399
1858,-194.3879,-176.3454,-228.1597
1859,-201.1898,-162.7069,-231.3773
1860,-191.7817,-223.7236,-219.7533
1861,-207.6715,-213.1262,-217.1943
1862,-202.5756,-216.5541,-222.2567
1863,-202.0778,-222.7012,-232.3565
1864,-205.5553,-212.6596,-220.5481
1865,-203.1673,-220.2298,-227.7949
1866,-196.3366,-202.822,-218.1544
1867,-202.3332,-204.4003,-217.3493
1868,-196.0233,-218.0782,-214.217
1869,-190.7295,-203.6123,-216.1544
1870,-189.4307,-206.7739,-220.9326
1871,-191.532,-204.9161,-216.0246
1872,-195.5832,-197.9758,-218.4935
1873,-193.2655,-198.8129,-216.8691
1874,-181.9956,-204.2823,-215.6559
1875,-188.8898,-203.0806,-213.1614
1876,-183.6578,-206.7765,-227.3091
1877,-185.1722,-201.7135,-219.3009
1878,-178.8477,-205.3119,-226.9065
1879,-185.0769,-202.5311,-214.8913
1880,-186.3301,-205.4604,-220.9383
1881,-192.7611,-198.1797,-225.0559
1882,-187.3409,-203.4222,-220.5718
1883,-189.2784,-204.5545,-214.498
1884,-189.2957,-201.0017,-218.6489
1885,-187.8597,-198.6038,-222.4719
1886,-191.3802,-197.3078,-213.241
1887,-184.5692,-192.0444,-232.9773
1888,-189.6624,-199.5592,-229.0803
1889,-185.9531,-199.4899,-208.285
1890,-185.6963,-193.3967,-216.5953
1891,-193.8895,-190.7336,-219.5312
1892,-195.5101,-185.2068,-224.2797
1893,-183.3787,-182.8924,-227.8446
1894,-197.1479,-191.5104,-222.0613
1895,-191.2191,-195.6598,-212.9107
1896,-197.1987,-185.0812,-218.7919
1897,-189.0644,-186.4308,-224.6188
1898,-193.263,-184.2664,-220.7611
1899,-180.5846,-175.6287,-224.5736
1900,-188.4645,-180.633,-221.3358
1901,-191.9845,-184.7614,-219.5279
1902,-191.9898,-173.9279,-222.9458
1903,-192.0065,-177.7019,-222.9333
1904,-196.6984,-178.3969,-213.8962
1905,-205.0035,-175.902,-219.4054
1906,-198.471,-177.7102,-221.3787
1907,-196.7473,-178.4324,-221.057
1908,-197.3869,-166.1662,-223.0035
1909,-200.3357,-171.9215,-220.6995
1910,-195.7478,-173.1852,-222.1027
1911,-200.6973,-171.8766,-208.4006
1912,-201.0067,-169.1427,-221.6376
1913,-185.492,-168.6465,-225.3739
1914,-207.5707,-168.8655,-210.2932
1915,-196.8902,-165.4043,-236.4345
1916,-202.3691,-177.8851,-218.1071
1917,-192.6603,-164.689,-222.1439
1918,-207.2069,-164.5578,-226.7753
1919,-214.0711,-169.0329,-227.4046
1920,-199.2086,-214.1538,-220.6332
1921,-200.6141,-216.5212,-215.5733
1922,-201.3693,-209.1989,-224.6059
1923,-194.4538,-210.8268,-221.3811
1924,-199.4187,-203.3411,-223.121
1925,-195.8538,-213.2822,-213.7575
1926,-192.3035,-207.9799,-229.2497
1927,-200.5485,-210.9303,-214.0851
1928,-201.8941,-206.2089,-225.9022
1929,-192.0212,-201.0867,-219.6545
1930,-198.8651,-199.036,-220.1326
1931,-202.4056,-210.2008,-220.3729
1932,-198.6291,-203.6646,-222.7207
1933,-192.0371,-200.2782,-220.225
1934,-199.717,-205.5692,-217.691
1935,-202.2473,-204.3091,-222.3553
1936,-198.2786,-206.1798,-224.2169
1937,-200.3499,-200.3156,-217.1234
1938,-182.9728,-199.3541,-219.7747
1939,-188.756,-205.6259,-221.4364
1940,-200.4137,-197.507,-219.6524
1941,-191.1277,-201.6626,-218.3535
1942,-187.7187,-198.8276,-221.2043
1943,-194.4309,-193.5475,-215.6107
1944,-188.5188,-201.9052,-213.3533
1945,-181.7931,-187.6471,-221.3421
1946,-189.2238,-193.3058,-219.3692
1947,-182.5748,-195.9585,-228.4781
1948,-200.3687,-197.3843,-222.6172
1949,-194.9091,-199.6443,-215.1989
1950,-201.1863,-188.2744,-216.2814
1951,-176.6112,-191.65,-223.5137
1952,-190.0791,-191.6391,-216.9685
1953,-193.5935,-193.9996,-218.1133
1954,-192.7858,-191.0359,-215.7696
1955,-187.7575,-194.8264,-219.7932
1956,-188.2126,-192.4483,-216.4201
1957,-193.4262,-181.625,-226.7215
1958,-181.6908,-184.2281,-219.22
1959,-192.5035,-179.9093,-219.3432
1960,-193.3492,-186.6092,-215.1792
1961,-187.4843,-185.4912,-221.3547
1962,-191.7164,-182.8722,-222.9792
1963,-187.0057,-188.8547,-219.9364
1964,-190.5481,-184.8068,-222.6849
1965,-189.303,-174.4143,-219.4245
1966,-194.3482,-172.3252,-214.7836
1967,-199.7545,-179.0182,-223.4659
1968,-199.0705,-167.9684,-228.6052
1969,-199.4475,-171.1389,-221.6732
1970,-201.4894,-164.8065,-221.1132
1971,-198.0268,-174.9435,-220.7256
1972,-201.5319,-170.0554,-220.4069
1973,-193.7364,-168.5967,-213.0206
1974,-199.9418,-153.807,-228.4739
1975,-206.1509,-168.7703,-218.2838
1976,-202.9713,-167.3473,-225.3482
1977,-204.6683,-158.0708,-227.5485
1978,-197.6411,-164.8683,-210.0658
1979,-193.0606,-163.6442,-222.2472
1980,-199.9144,-215.6432,-222.1274
1981,-204.3258,-214.5125,-213.5277
1982,-199.0575,-213.6324,-217.9633
1983,-198.4571,-210.0263,-213.0977
1984,-202.7916,-208.5631,-225.9538
1985,-192.3628,-211.0148,-220.0034
1986,-197.1848,-209.5336,-212.6524
1987,-201.9923,-205.675,-225.9384
1988,-197.266,-200.8709,-210.1647
1989,-208.6125,-209.4293,-208.5814
1990,-204.9196,-221.3033,-217.5388
1991,-187.7237,-202.8661,-229.6273
1992,-200.5128,-214.7006,-214.2436
1993,-194.7035,-209.5928,-225.4651
1994,-188.5467,-207.4874,-225.7456
1995,-207.9565,-207.353,-222.1962
1996,-193.7323,-212.9965,-227.5775
1997,-186.807,-201.3524,-217.5952
1998,-186.1294,-201.5535,-215.2901
1999,-198.5165,-203.5432,-216.4814
2000,-184.8708,-199.4092,-218.1938
2001,-190.8017,-193.3979,-214.6822
2002,-189.2189,-198.7022,-216.6004
